Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"219"	"DLX5"	"335.7"	"ARCHS4 Coexpression,50;Enrichr Queries,229;GTEx Coexpression,728"	"RGS4,NGFR,CXCL10,BEX1,PCDHB2,WIF1,FOXG1,TNC,CD24,CLDN1,HAPLN1,JAKMIP2"
"gene_set_query"	"220"	"IRF7"	"337.0"	"ARCHS4 Coexpression,201;Enrichr Queries,35;GTEx Coexpression,775"	"VCAM1,RSAD2,SQOR,TNFAIP3,SOD2,ICAM1,IFIT2,C3,CXCL10,IL6,IL1B,CCL5,SERPING1,CYTIP,GBP2,TLR2,BIRC3"
"gene_set_query"	"221"	"ATOH8"	"338.0"	"ARCHS4 Coexpression,280;Enrichr Queries,567;GTEx Coexpression,167"	"C3,CXCL10,PARM1,ELN,TNC,SERPING1,SVEP1,ABCA8,CRLF1"
"gene_set_query"	"222"	"KDM5B"	"338.0"	"Literature ChIP-seq,126;ARCHS4 Coexpression,477;ENCODE ChIP-seq,29;ReMap ChIP-seq,263;GTEx Coexpression,795"	"NGFR,CSF2,KCND2,RSAD2,FOXG1,SOD2,PLXDC2,NID2,ICAM1,IL6,SERTAD4,PCDHB2,PSAT1,DNER,SVEP1,NPTX1,CD24,SNORD82,CRLF1"
"gene_set_query"	"223"	"ISL1"	"339.3"	"ARCHS4 Coexpression,219;Enrichr Queries,308;GTEx Coexpression,491"	"RGS4,CXCL10,PARM1,BEX1,FOXG1,DNER,TNC,FGF10"
"gene_set_query"	"224"	"GATA2"	"341.0"	"Literature ChIP-seq,49;ARCHS4 Coexpression,641;ENCODE ChIP-seq,10;Enrichr Queries,758;ReMap ChIP-seq,115;GTEx Coexpression,473"	"ANKRD29,EHF,CXCL8,CSF2,RSAD2,ANGPT1,MMP1,TNFAIP3,STC1,TM6SF1,ICAM1,RGS4,DPP4,CXCL10,CXCL11,IL6,SERTAD4,CCL5,GBP2,BIRC3"
"gene_set_query"	"225"	"ZNF467"	"341.0"	"ARCHS4 Coexpression,428;Enrichr Queries,181;GTEx Coexpression,414"	"C3,CXCL10,RSAD2,VNN2,TNFAIP3,EVI2B,GBP2,PLXDC2,TLR2,ICAM1,IFIT2"
"gene_set_query"	"226"	"ZNF404"	"343.7"	"ARCHS4 Coexpression,173;Enrichr Queries,86;GTEx Coexpression,772"	"CXCL8,SERPINB2,BEX1,CCL20,FOXG1,STC1,CLDN1,JAKMIP2,IFIT2,C3,CXCL10,TMEM158,PCDHB2,GBP2,BIRC3"
"gene_set_query"	"227"	"PPARD"	"344.5"	"Literature ChIP-seq,47;ARCHS4 Coexpression,356;Enrichr Queries,332;GTEx Coexpression,643"	"CXCL10,SERPINB2,IL1B,TNC,TNFAIP3,SVEP1,SOD2,ICAM1,TLR2"
"gene_set_query"	"228"	"ETV3"	"344.7"	"ARCHS4 Coexpression,4;Enrichr Queries,280;GTEx Coexpression,750"	"CXCL8,SERPINB2,RSAD2,SQOR,TNFAIP3,SOD2,CLDN1,ICAM1,MMP12,CXCL10,IL6,IL1B,CCL5,BIRC3,TLR2"
"gene_set_query"	"229"	"CREBL2"	"347.3"	"ARCHS4 Coexpression,65;Enrichr Queries,483;GTEx Coexpression,494"	"DPP4,MMP12,CPM,CXCL10,DNER,SQOR,TNFAIP3,GBP2,PLXDC2,TLR2"
"gene_set_query"	"230"	"CPEB1"	"347.5"	"ARCHS4 Coexpression,408;GTEx Coexpression,287"	"BEX1,SLITRK5,JAKMIP2"
"gene_set_query"	"231"	"ZEB1"	"347.8"	"ARCHS4 Coexpression,448;ENCODE ChIP-seq,86;Enrichr Queries,579;ReMap ChIP-seq,188;GTEx Coexpression,438"	"C3,CXCL10,VCAM1,ANGPT1,FOXG1,TNC,TNFAIP3,ABCA8,ICAM1,BIRC3"
"gene_set_query"	"232"	"HIVEP3"	"348.7"	"ARCHS4 Coexpression,52;Enrichr Queries,478;GTEx Coexpression,516"	"CXCL10,IL1B,TNC,TNFAIP3,GBP2,PLXDC2,CLDN1,ICAM1,TLR2"
"gene_set_query"	"233"	"NPAS4"	"348.7"	"ARCHS4 Coexpression,128;Enrichr Queries,589;GTEx Coexpression,329"	"RGS4,CXCL10,BEX1,PARM1,KCND2,TMEM178B,TNC,NPTX1"
"gene_set_query"	"234"	"PPARG"	"349.0"	"Literature ChIP-seq,57;ARCHS4 Coexpression,1560;Enrichr Queries,94;ReMap ChIP-seq,8;GTEx Coexpression,26"	"CPM,PPP1R14A,EHF,CXCL8,VCAM1,CCL20,SQOR,TNC,TNFAIP3,IFIT2,ICAM1,DPP4,C3,FAM198B-AS1,CXCL10,IL6,SRPX2,IL1B,SVEP1,GBP2,LINC02015,FGF10"
"gene_set_query"	"235"	"JAZF1"	"350.0"	"ARCHS4 Coexpression,170;Enrichr Queries,433;GTEx Coexpression,447"	"PPP1R14A,CXCL10,BEX1,VNN2,TNC,TNFAIP3,PLXDC2,EVI2B,ICAM1"
"gene_set_query"	"236"	"GLMP"	"353.0"	"ARCHS4 Coexpression,413;GTEx Coexpression,293"	"DPP4,FUCA1,STEAP1,ICAM1"
"gene_set_query"	"237"	"SP100"	"353.0"	"ARCHS4 Coexpression,177;Enrichr Queries,33;GTEx Coexpression,849"	"RSAD2,SQOR,TNC,TNFAIP3,SOD2,ICAM1,IFIT2,C3,CXCL10,IL1B,CCL5,SERPING1,GBP2,CYTIP,EVI2B,TLR2,BIRC3"
"gene_set_query"	"238"	"ZNF311"	"353.7"	"ARCHS4 Coexpression,249;Enrichr Queries,372;GTEx Coexpression,440"	"C3,CXCL10,VCAM1,FOXG1,DNER,NID2,ICAM1,JAKMIP2"
"gene_set_query"	"239"	"LHX1"	"355.5"	"ARCHS4 Coexpression,193;Enrichr Queries,518"	"NGFR,BEX1,FOXG1,DNER,TNC,NPTX1,HAPLN1"
"gene_set_query"	"240"	"SOX2"	"355.8"	"Literature ChIP-seq,13;ARCHS4 Coexpression,787;Enrichr Queries,716;ReMap ChIP-seq,196;GTEx Coexpression,67"	"CXCL6,NGFR,EHF,MMP7,ANGPT1,MAOB,CCL20,FOXG1,FUCA1,TNC,RAB27B,KCTD4,TM6SF1,CLDN1,JAKMIP2,IFIT2,DPP4,RANBP3L,VNN1,PSAT1,PADI2,CD24,STEAP1,GBP2"
"gene_set_query"	"241"	"STAT3"	"355.8"	"Literature ChIP-seq,11;ARCHS4 Coexpression,775;ENCODE ChIP-seq,26;Enrichr Queries,180;ReMap ChIP-seq,98;GTEx Coexpression,1045"	"EHF,CXCL8,CSF2,TNFAIP6,TNC,TNFAIP3,ICAM1,C3,DPP4,SRPX2,CCL5,APOD,GBP2,MMP7,RSAD2,ANGPT1,KCND2,MMP1,FUCA1,RAB27B,SOD2,CXCL10,CXCL11,VNN1,TMEM158,PCDHB2,PSAT1,IL1B,SAA2,SERPING1,BIRC3"
"gene_set_query"	"242"	"VDR"	"356.2"	"Literature ChIP-seq,58;ARCHS4 Coexpression,749;Enrichr Queries,31;ReMap ChIP-seq,218;GTEx Coexpression,725"	"EHF,CXCL8,VCAM1,CSF2,SQOR,TNC,TNFAIP3,ICAM1,IFIT2,DPP4,C3,CXCL10,IL6,IL1B,CCL5,GBP2,TLR2,BIRC3"
"gene_set_query"	"243"	"NANOG"	"356.7"	"Literature ChIP-seq,30;ARCHS4 Coexpression,638;ENCODE ChIP-seq,118;Enrichr Queries,782;ReMap ChIP-seq,89;GTEx Coexpression,483"	"DPP4,FAM198B-AS1,CXCL10,NGFR,IL6,ANGPT1,FOXG1,SLITRK5,CD24,SOD2,NID2,CRLF1"
"gene_set_query"	"244"	"DUX4"	"358.5"	"ARCHS4 Coexpression,681;ReMap ChIP-seq,36"	"ANGPT1,MRGPRX3,DNER,CYTIP,BMPR1B,RXFP1,BIRC3"
"gene_set_query"	"245"	"ARX"	"358.7"	"ARCHS4 Coexpression,34;Enrichr Queries,564;GTEx Coexpression,478"	"RGS4,CXCL10,BEX1,PARM1,MAOB,TMEM178B,FOXG1,DNER,JAKMIP2"
"gene_set_query"	"246"	"SP140L"	"359.0"	"ARCHS4 Coexpression,133;GTEx Coexpression,585"	"TNFAIP3,CYTIP,GBP2,EVI2B"
"gene_set_query"	"247"	"NPAS3"	"361.0"	"ARCHS4 Coexpression,239;Enrichr Queries,751;GTEx Coexpression,93"	"RANBP3L,TMEM178B,FOXG1,TNC,SLITRK5,PLXDC2,BMPR1B,JAKMIP2"
"gene_set_query"	"248"	"TAL1"	"361.7"	"Literature ChIP-seq,105;ARCHS4 Coexpression,651;ENCODE ChIP-seq,54;Enrichr Queries,475;ReMap ChIP-seq,99;GTEx Coexpression,786"	"VCAM1,RSAD2,ANGPT1,FUCA1,TNFAIP3,RAB27B,SOD2,ICAM1,C3,CXCL10,IL6,CD24,TLR2,BIRC3"
"gene_set_query"	"249"	"EN2"	"362.3"	"ARCHS4 Coexpression,233;Enrichr Queries,520;GTEx Coexpression,334"	"NGFR,CXCL10,SERTAD4,KCND2,TMEM178B,FOXG1,SLITRK5,NPTX1"
"gene_set_query"	"250"	"KLF9"	"362.5"	"ARCHS4 Coexpression,140;Enrichr Queries,461;ReMap ChIP-seq,113;GTEx Coexpression,736"	"C3,CXCL10,MAOB,ELN,FOXG1,SERPING1,TNFAIP3,ABCA8,GBP2,ICAM1"
"gene_set_query"	"251"	"CEBPA"	"362.6"	"Literature ChIP-seq,7;ARCHS4 Coexpression,619;Enrichr Queries,471;ReMap ChIP-seq,3;GTEx Coexpression,713"	"CPM,EHF,CXCL8,SERPINB2,TNFAIP6,CCL20,TNFAIP3,CLDN1,ICAM1,C3,CXCL10,VNN1,PSAT1,SAA2,GBP2,LINC02015"
"gene_set_query"	"252"	"TSHZ2"	"362.7"	"ARCHS4 Coexpression,640;Enrichr Queries,445;GTEx Coexpression,3"	"C3,ANKRD29,CXCL10,SRPX2,PARM1,OLFML1,TNC,SERPING1,SVEP1,ABCA8,PLXDC2,FGF10"
"gene_set_query"	"253"	"ZNF641"	"363.3"	"ARCHS4 Coexpression,195;Enrichr Queries,390;GTEx Coexpression,505"	"CXCL10,CXCL8,VNN2,TNFAIP3,EVI2B,GBP2,PLXDC2,TLR2"
"gene_set_query"	"254"	"PBX3"	"364.2"	"ARCHS4 Coexpression,25;ENCODE ChIP-seq,49;Enrichr Queries,1024;ReMap ChIP-seq,174;GTEx Coexpression,549"	"CXCL8,CSF2,BEX1,TMEM178B,MMP3,TNC,ICAM1,JAKMIP2,C3,FAM198B-AS1,SERTAD4,PCDHB2,DNER,PADI2,SVEP1,GBP2,CD24"
"gene_set_query"	"255"	"FOXQ1"	"364.3"	"ARCHS4 Coexpression,693;Enrichr Queries,161;GTEx Coexpression,239"	"C3,CXCL10,EHF,TMEM158,TNC,TNFAIP3,RAB27B,GBP2,CLDN1,ICAM1"
"gene_set_query"	"256"	"CEBPE"	"365.7"	"ARCHS4 Coexpression,460;Enrichr Queries,369;GTEx Coexpression,268"	"C3,CXCL10,VNN2,IL1B,CCL5,CYTIP,EVI2B,CD24,CD177"
"gene_set_query"	"257"	"NFIB"	"366.3"	"Literature ChIP-seq,120;ARCHS4 Coexpression,341;Enrichr Queries,892;GTEx Coexpression,112"	"EHF,PSAT1,FOXG1,OLFML1,TNC,SERPING1,FGF10,JAKMIP2"
"gene_set_query"	"258"	"MYB"	"367.7"	"Literature ChIP-seq,50;ARCHS4 Coexpression,673;ENCODE ChIP-seq,113;Enrichr Queries,454;ReMap ChIP-seq,210;GTEx Coexpression,706"	"CXCL10,SERPINB2,VCAM1,ANGPT1,RSAD2,PSAT1,CCL5,SQOR,TNFAIP3,CD24,BIRC3"
"gene_set_query"	"259"	"SOX4"	"367.7"	"ARCHS4 Coexpression,165;Enrichr Queries,456;GTEx Coexpression,482"	"CXCL10,MMP7,PCDHB2,FOXG1,TNC,TNFAIP3,CD24,ICAM1,JAKMIP2"
"gene_set_query"	"260"	"HOXB5"	"368.0"	"ARCHS4 Coexpression,330;Enrichr Queries,431;GTEx Coexpression,343"	"RGS4,CXCL10,IL6,TMEM158,FUCA1,SQOR,TNC,GBP2,NID2"
"gene_set_query"	"261"	"HEY2"	"369.3"	"ARCHS4 Coexpression,417;Enrichr Queries,596;GTEx Coexpression,95"	"ACAN,PPP1R14A,CXCL10,PARM1,PSAT1,SQOR,TNC,PLXDC2,CRLF1"
"gene_set_query"	"262"	"ETV6"	"369.5"	"ARCHS4 Coexpression,204;Enrichr Queries,501;ReMap ChIP-seq,77;GTEx Coexpression,696"	"CXCL10,ANGPT1,FUCA1,TNFAIP3,SAA2,GBP2,EVI2B,ICAM1,BIRC3,TLR2"
"gene_set_query"	"263"	"ZNF214"	"370.0"	"ARCHS4 Coexpression,261;Enrichr Queries,311;GTEx Coexpression,538"	"CXCL10,CXCL8,SERTAD4,PCDHB2,FOXG1,TNC,SVEP1,BMPR1B,NID2"
"gene_set_query"	"264"	"PLAG1"	"370.3"	"ARCHS4 Coexpression,642;Enrichr Queries,406;GTEx Coexpression,63"	"NGFR,CXCL10,ANGPT1,TNFAIP3,SLITRK5,APOD,ABCA8,NPTX1,NID2,BIRC3"
"gene_set_query"	"265"	"ZNF117"	"371.0"	"ARCHS4 Coexpression,705;Enrichr Queries,215;GTEx Coexpression,193"	"C3,CXCL10,SRPX2,CXCL8,PCDHB2,TNFAIP3,GBP2,CD24,FGF10,BIRC3"
"gene_set_query"	"266"	"FOXE1"	"372.3"	"ARCHS4 Coexpression,242;Enrichr Queries,236;GTEx Coexpression,639"	"CXCL10,EHF,PARM1,FOXG1,TNC,SLITRK5,NPTX1,CD24,NID2,CRLF1"
"gene_set_query"	"267"	"ZBTB32"	"372.3"	"ARCHS4 Coexpression,194;Enrichr Queries,45;GTEx Coexpression,878"	"RSAD2,TNFAIP3,ICAM1,IFIT2,C3,DPP4,CXCL10,IL6,PSAT1,IL1B,CCL5,CYTIP,GBP2,BIRC3"
"gene_set_query"	"268"	"MEF2A"	"372.5"	"Literature ChIP-seq,38;ARCHS4 Coexpression,326;ENCODE ChIP-seq,67;Enrichr Queries,1093;ReMap ChIP-seq,111;GTEx Coexpression,600"	"PARM1,MMP1,CCL20,TNFAIP3,STC1,PLXDC2,RXFP1,IFIT2,CCL5,PADI2,EVI2B,STEAP1,BIRC3"
"gene_set_query"	"269"	"ZIC1"	"372.7"	"ARCHS4 Coexpression,527;Enrichr Queries,221;GTEx Coexpression,370"	"RGS4,CXCL10,VCAM1,KCND2,FOXG1,DNER,TNC,APOD,NPTX1"
"gene_set_query"	"270"	"SIX3"	"373.0"	"ARCHS4 Coexpression,257;Enrichr Queries,858;GTEx Coexpression,4"	"BEX1,TMEM158,WIF1,FOXG1,PLPPR4,SLITRK5,NPTX1,KCTD4,BMPR1B"
"gene_set_query"	"271"	"ELF4"	"375.3"	"ARCHS4 Coexpression,455;Enrichr Queries,266;GTEx Coexpression,405"	"CXCL10,VNN2,TNC,TNFAIP3,CYTIP,EVI2B,GBP2,ICAM1,IFIT2,BIRC3"
"gene_set_query"	"272"	"MEIS1"	"376.2"	"Literature ChIP-seq,27;ARCHS4 Coexpression,344;Enrichr Queries,529;ReMap ChIP-seq,44;GTEx Coexpression,937"	"CPM,PARM1,ANGPT1,TNC,TNFAIP3,RAB27B,KCTD4,CLDN1,CXCL10,SERTAD4,WIF1,IL1B,PIP,SVEP1,CYTIP,EVI2B,BMPR1B,CDR1,FGF10"
"gene_set_query"	"273"	"HNF4A"	"376.7"	"Literature ChIP-seq,114;ARCHS4 Coexpression,746;ENCODE ChIP-seq,71;Enrichr Queries,249;ReMap ChIP-seq,141;GTEx Coexpression,939"	"CPM,EHF,MAOB,FOXG1,TNC,TNFAIP3,CLDN1,NID2,ICAM1,JAKMIP2,C3,DPP4,SRPX2,OLFML1,ANKRD29,PPP1R14A,VCAM1,CCL20,ABCA8,SOD2,CXCL10,VNN1,PSAT1,IL1B,CRLF1"
"gene_set_query"	"274"	"ZNF394"	"377.0"	"ARCHS4 Coexpression,82;Enrichr Queries,657;GTEx Coexpression,392"	"TNFAIP3,CYTIP,GBP2,SOD2,EVI2B,TLR2,BIRC3"
"gene_set_query"	"275"	"TBR1"	"377.0"	"ARCHS4 Coexpression,334;Enrichr Queries,764;GTEx Coexpression,33"	"RGS4,FOXG1,DNER,SLITRK5,NPTX1,RXFP1"
"gene_set_query"	"276"	"IRF9"	"377.5"	"ARCHS4 Coexpression,54;Enrichr Queries,38;ReMap ChIP-seq,104;GTEx Coexpression,1314"	"CXCL8,RSAD2,SQOR,TNFAIP3,SOD2,ICAM1,IFIT2,C3,CXCL10,IL6,VNN2,IL1B,CCL5,SERPING1,GBP2,CYTIP,EVI2B,TLR2,BIRC3"
"gene_set_query"	"277"	"SMAD1"	"378.0"	"Literature ChIP-seq,71;ARCHS4 Coexpression,164;Enrichr Queries,438;ReMap ChIP-seq,134;GTEx Coexpression,1083"	"C3,CXCL10,EHF,CXCL8,VCAM1,PCDHB2,PSAT1,TNC,EVI2B,BMPR1B,CLDN1,ICAM1"
"gene_set_query"	"278"	"NKX22"	"378.0"	"ARCHS4 Coexpression,238;GTEx Coexpression,518"	"RGS4,BEX1,PARM1,DNER"
"gene_set_query"	"279"	"POU2F2"	"378.4"	"ARCHS4 Coexpression,719;ENCODE ChIP-seq,89;Enrichr Queries,97;ReMap ChIP-seq,183;GTEx Coexpression,804"	"SQOR,TNFAIP3,ICAM1,IFIT2,C3,CXCL10,IL6,IL1B,CCL5,GBP2,STEAP1,EVI2B,TLR2,BIRC3"
"gene_set_query"	"280"	"VAX2"	"379.0"	"ARCHS4 Coexpression,350;Enrichr Queries,378;GTEx Coexpression,409"	"NGFR,CXCL10,KCND2,FOXG1,DNER,APOD,NPTX1,CRLF1"
"gene_set_query"	"281"	"ZNF80"	"379.3"	"ARCHS4 Coexpression,476;Enrichr Queries,41;GTEx Coexpression,621"	"CXCL8,VCAM1,TNFAIP6,RSAD2,C3,DPP4,CXCL10,IL6,VNN2,IL1B,CCL5,CYTIP,GBP2,BIRC3"
"gene_set_query"	"282"	"FOXP2"	"380.8"	"Literature ChIP-seq,85;ARCHS4 Coexpression,208;ENCODE ChIP-seq,114;Enrichr Queries,737;ReMap ChIP-seq,257;GTEx Coexpression,884"	"RGS4,CXCL10,BEX1,SERTAD4,SLITRK5,SVEP1,BMPR1B,KCTD4,STEAP1,CRLF1"
"gene_set_query"	"283"	"GFI1B"	"381.4"	"Literature ChIP-seq,133;ARCHS4 Coexpression,267;Enrichr Queries,651;ReMap ChIP-seq,197;GTEx Coexpression,659"	"C3,CXCL10,PARM1,RSAD2,ANGPT1,WIF1,IL1B,CCL5,RAB27B,CYTIP,SOD2,ICAM1"
"gene_set_query"	"284"	"BHLHE40"	"381.5"	"ARCHS4 Coexpression,116;ENCODE ChIP-seq,50;ReMap ChIP-seq,212;GTEx Coexpression,1148"	"C3,PPP1R14A,EHF,CSF2,TNFAIP3,SOD2,CD24,CYTIP,ICAM1,BIRC3"
"gene_set_query"	"285"	"FEV"	"382.0"	"ARCHS4 Coexpression,134;Enrichr Queries,519;GTEx Coexpression,493"	"RGS4,CXCL10,BEX1,PARM1,MAOB,DNER,APOD,NPTX1"
"gene_set_query"	"286"	"HOXA9"	"382.3"	"ARCHS4 Coexpression,539;Enrichr Queries,219;ReMap ChIP-seq,12;GTEx Coexpression,759"	"EHF,SERPINB2,MMP7,ANGPT1,TNC,TNFAIP3,TM6SF1,PLXDC2,CLDN1,ICAM1,DPP4,CXCL10,IL6,SAA2,APOD,EVI2B,LINC02015,BIRC3"
"gene_set_query"	"287"	"INSM1"	"383.0"	"ARCHS4 Coexpression,243;Enrichr Queries,339;GTEx Coexpression,567"	"CXCL10,BEX1,PARM1,TMEM178B,FOXG1,DNER,TNC,NPTX1,CD24"
"gene_set_query"	"288"	"ZFP28"	"384.3"	"ARCHS4 Coexpression,129;Enrichr Queries,268;GTEx Coexpression,756"	"CXCL10,BEX1,TMEM178B,PSAT1,PLPPR4,SQOR,DNER,TNFAIP3,GBP2,PLXDC2,NID2,ICAM1"
"gene_set_query"	"289"	"FOXF1"	"385.7"	"ARCHS4 Coexpression,141;Enrichr Queries,66;GTEx Coexpression,950"	"PARM1,VCAM1,MMP1,TNC,STC1,NID2,RGS4,C3,CXCL10,IL6,TMEM158,SERPING1,SVEP1,GBP2"
"gene_set_query"	"290"	"TFAP2C"	"386.3"	"Literature ChIP-seq,129;ARCHS4 Coexpression,669;ENCODE ChIP-seq,57;Enrichr Queries,566;ReMap ChIP-seq,248;GTEx Coexpression,649"	"NGFR,EHF,CXCL8,FUCA1,ELN,MYBPH,TNC,STC1,CLDN1,C3,IL6,SERTAD4,PSAT1,BIRC3"
"gene_set_query"	"291"	"ARID3A"	"388.0"	"ARCHS4 Coexpression,731;ENCODE ChIP-seq,69;Enrichr Queries,620;ReMap ChIP-seq,131;GTEx Coexpression,389"	"C3,CXCL10,CXCL8,BEX1,VNN1,CCL20,TNFAIP3,SLITRK5,CYTIP,EVI2B,STEAP1,ICAM1"
"gene_set_query"	"292"	"BARX2"	"388.3"	"ARCHS4 Coexpression,728;Enrichr Queries,265;GTEx Coexpression,172"	"DPP4,CPM,CXCL10,EHF,SERPINB2,PSAT1,TNC,RAB27B,CRLF1"
"gene_set_query"	"293"	"CREM"	"388.4"	"Literature ChIP-seq,145;ARCHS4 Coexpression,61;Enrichr Queries,111;ReMap ChIP-seq,170;GTEx Coexpression,1455"	"CXCL8,SERPINB2,TNFAIP6,FOXG1,TNFAIP3,SOD2,ICAM1,IFIT2,C3,CXCL10,IL6,SERTAD4,PSAT1,IL1B,GBP2,CYTIP,BIRC3"
"gene_set_query"	"294"	"LYL1"	"388.6"	"Literature ChIP-seq,106;ARCHS4 Coexpression,664;Enrichr Queries,213;ReMap ChIP-seq,29;GTEx Coexpression,931"	"CXCL8,SERPINB2,ELN,FUCA1,MYBPH,TNFAIP3,TM6SF1,ICAM1,C3,CXCL10,IL1B,CCL5,GBP2,EVI2B,TLR2"
"gene_set_query"	"295"	"FOXN2"	"389.7"	"ARCHS4 Coexpression,291;Enrichr Queries,820;GTEx Coexpression,58"	"VNN2,PSAT1,TNFAIP3,TM6SF1,EVI2B,CYTIP,TLR2,BIRC3"
"gene_set_query"	"296"	"AR"	"390.0"	"Literature ChIP-seq,5;ARCHS4 Coexpression,273;Enrichr Queries,173;ReMap ChIP-seq,41;GTEx Coexpression,1458"	"EHF,MAOB,FOXG1,TNC,TNFAIP3,DPP4,C3,DNER,OLFML1,SLITRK5,APOD,SVEP1,NPTX1,LINC02015,ANKRD29,VCAM1,MMP7,ANGPT1,KCND2,ANKRD30B,FUCA1,SQOR,PLXDC2,FAM198B-AS1,CXCL10,PSAT1,STEAP1,EVI2B,BMPR1B,BIRC3"
"gene_set_query"	"297"	"RXRA"	"391.2"	"Literature ChIP-seq,26;ARCHS4 Coexpression,397;ENCODE ChIP-seq,51;Enrichr Queries,1282;ReMap ChIP-seq,88;GTEx Coexpression,503"	"CPM,NGFR,MAOB,TNFAIP3,CLDN1,RXFP1,ICAM1,JAKMIP2,C3,DPP4,CXCL10,VNN2,IL1B,SERPING1,APOD,EVI2B,STEAP1,SNORD82,BIRC3"
"gene_set_query"	"298"	"FOXD3"	"391.7"	"ARCHS4 Coexpression,207;Enrichr Queries,844;GTEx Coexpression,124"	"NGFR,PSAT1,FOXG1,APOD,ABCA8,CD24"
"gene_set_query"	"299"	"ETV1"	"392.0"	"ARCHS4 Coexpression,268;Enrichr Queries,767;ReMap ChIP-seq,262;GTEx Coexpression,271"	"C3,RGS4,CXCL10,KCND2,DNER,TNC,NPTX1"
"gene_set_query"	"300"	"ZBED3"	"393.7"	"ARCHS4 Coexpression,517;Enrichr Queries,580;GTEx Coexpression,84"	"CPM,CXCL10,PARM1,SERTAD4,PSAT1,CYTIP,FGF10,IFIT2"
"gene_set_query"	"301"	"NKX26"	"394.0"	"ARCHS4 Coexpression,543;GTEx Coexpression,245"	"TMEM178B,PIP,NID2"
"gene_set_query"	"302"	"NKX21"	"394.0"	"ARCHS4 Coexpression,22;GTEx Coexpression,766"	"CPM,ANKRD29,PARM1,PCDHB2,FOXG1,CD24,CRLF1"
"gene_set_query"	"303"	"SMAD3"	"395.0"	"Literature ChIP-seq,52;ARCHS4 Coexpression,1181;Enrichr Queries,444;ReMap ChIP-seq,31;GTEx Coexpression,267"	"PPP1R14A,CXCL6,EHF,CSF2,SERPINB2,ELN,SQOR,TNC,MYBPH,TNFAIP3,RAB27B,CLDN1,NID2,JAKMIP2,ICAM1,CXCL10,SERTAD4,DNER,BIRC3"
"gene_set_query"	"304"	"SOX1"	"395.3"	"ARCHS4 Coexpression,229;Enrichr Queries,830;GTEx Coexpression,127"	"BEX1,TMEM178B,PCDHB2,FOXG1,PLPPR4,NPTX1"
"gene_set_query"	"305"	"HAND1"	"395.3"	"ARCHS4 Coexpression,419;Enrichr Queries,170;GTEx Coexpression,597"	"NGFR,CXCL10,IL6,SERTAD4,PARM1,TNC,SVEP1,NPTX1,NID2,HAPLN1"
"gene_set_query"	"306"	"NANOGP8"	"395.5"	"ARCHS4 Coexpression,438;GTEx Coexpression,353"	"PSAT1,CYTIP,TM6SF1,CD24"
"gene_set_query"	"307"	"STAT5B"	"396.3"	"ARCHS4 Coexpression,357;Enrichr Queries,805;ReMap ChIP-seq,267;GTEx Coexpression,156"	"VNN2,TNC,TNFAIP3,EVI2B,TLR2,ICAM1"
"gene_set_query"	"308"	"ZNF521"	"396.7"	"ARCHS4 Coexpression,727;Enrichr Queries,140;GTEx Coexpression,323"	"C3,CXCL10,VCAM1,KCND2,ANGPT1,PCDHB2,TNC,SERPING1,SVEP1,NPTX1,PLXDC2,NID2"
"gene_set_query"	"309"	"ZNF746"	"397.0"	"ARCHS4 Coexpression,192;Enrichr Queries,568;GTEx Coexpression,431"	"VNN2,TNFAIP3,EVI2B,SOD2,TLR2,ICAM1,IFIT2"
"gene_set_query"	"310"	"CREB3L3"	"397.3"	"ARCHS4 Coexpression,411;Enrichr Queries,119;GTEx Coexpression,662"	"C3,DPP4,CXCL10,VNN1,RSAD2,MAOB,CCL5,SAA2,SERPING1,GBP2,ICAM1"
"gene_set_query"	"311"	"ZFPM2"	"399.0"	"ARCHS4 Coexpression,456;Enrichr Queries,405;GTEx Coexpression,336"	"CXCL10,VCAM1,KCND2,ANGPT1,FOXG1,TNC,NPTX1,PLXDC2,CDR1"
"gene_set_query"	"312"	"THRB"	"399.0"	"ARCHS4 Coexpression,646;Enrichr Queries,298;GTEx Coexpression,253"	"RGS4,DPP4,PPP1R14A,CXCL10,PARM1,ANGPT1,SLITRK5,RAB27B,PLXDC2"
"gene_set_query"	"313"	"INSM2"	"399.7"	"ARCHS4 Coexpression,422;Enrichr Queries,635;GTEx Coexpression,142"	"RGS4,CXCL10,BEX1,FOXG1,DNER,SLITRK5,NPTX1"
"gene_set_query"	"314"	"SPDEF"	"400.0"	"ARCHS4 Coexpression,698;Enrichr Queries,462;GTEx Coexpression,40"	"DPP4,CXCL10,EHF,PIP,RAB27B,CD24,ICAM1"
"gene_set_query"	"315"	"HBP1"	"400.3"	"ARCHS4 Coexpression,18;Enrichr Queries,906;ReMap ChIP-seq,256;GTEx Coexpression,421"	"C3,BEX1,CXCL8,SERPINB2,TNFAIP6,RSAD2,SQOR,TNFAIP3,GBP2,CYTIP,SOD2,JAKMIP2"
"gene_set_query"	"316"	"ZNF831"	"400.3"	"ARCHS4 Coexpression,349;Enrichr Queries,214;GTEx Coexpression,638"	"DPP4,CXCL10,CXCL8,CCL5,TNFAIP3,CYTIP,EVI2B,ICAM1,BIRC3"
